artist,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year
Rundown Spaz,First Day Out (Freestyle),0.877,0.229,1,-15.385,1,0.553,0.0981,0.0,0.139,0.336,134.991,audio_features,7idI4LLo9LVLqrvvzhSj3n,spotify:track:7idI4LLo9LVLqrvvzhSj3n,https://api.spotify.com/v1/tracks/7idI4LLo9LVLqrvvzhSj3n,https://api.spotify.com/v1/audio-analysis/7idI4LLo9LVLqrvvzhSj3n,142838,4,2023
BRELAND,For What It’s Worth (feat. Alana Springsteen),0.625,0.727,1,-4.532,1,0.0378,0.0985,0.0,0.101,0.654,146.154,audio_features,5b4n4Lp2ZAPDGO9nQM5IHR,spotify:track:5b4n4Lp2ZAPDGO9nQM5IHR,https://api.spotify.com/v1/tracks/5b4n4Lp2ZAPDGO9nQM5IHR,https://api.spotify.com/v1/audio-analysis/5b4n4Lp2ZAPDGO9nQM5IHR,176618,4,2023
Luh Tyler,Back Flippin,0.611,0.379,1,-6.77,1,0.354,0.00976,0.0,0.112,0.369,85.851,audio_features,72UidoFGPPqJduJn9YAyYk,spotify:track:72UidoFGPPqJduJn9YAyYk,https://api.spotify.com/v1/tracks/72UidoFGPPqJduJn9YAyYk,https://api.spotify.com/v1/audio-analysis/72UidoFGPPqJduJn9YAyYk,142629,4,2023
Gucci Mane,06 Gucci (feat. DaBaby & 21 Savage),0.786,0.719,0,-7.487,0,0.296,0.252,0.0,0.301,0.802,130.081,audio_features,7FJDmHyI6qU1U6Sfn6tyNj,spotify:track:7FJDmHyI6qU1U6Sfn6tyNj,https://api.spotify.com/v1/tracks/7FJDmHyI6qU1U6Sfn6tyNj,https://api.spotify.com/v1/audio-analysis/7FJDmHyI6qU1U6Sfn6tyNj,178950,4,2023
Ice Spice,Deli,0.789,0.763,1,-6.169,1,0.199,0.123,2.22e-05,0.132,0.272,140.107,audio_features,5JYPXqMwYc0zTODQdjMEZN,spotify:track:5JYPXqMwYc0zTODQdjMEZN,https://api.spotify.com/v1/tracks/5JYPXqMwYc0zTODQdjMEZN,https://api.spotify.com/v1/audio-analysis/5JYPXqMwYc0zTODQdjMEZN,126857,4,2023
Flo Milli,Conceited (feat. Lola Brooke & Maiya The Don),0.94,0.761,8,-4.408,1,0.0979,0.0741,1.89e-05,0.59,0.414,118.027,audio_features,3XM7pKOK9vRReBzp3XTZTo,spotify:track:3XM7pKOK9vRReBzp3XTZTo,https://api.spotify.com/v1/tracks/3XM7pKOK9vRReBzp3XTZTo,https://api.spotify.com/v1/audio-analysis/3XM7pKOK9vRReBzp3XTZTo,195254,4,2023
Luke Grimes,Hold On,0.617,0.369,3,-8.078,1,0.0285,0.22,0.000365,0.11,0.257,73.008,audio_features,1fOvzFCRA3Ko0ihc2QTE29,spotify:track:1fOvzFCRA3Ko0ihc2QTE29,https://api.spotify.com/v1/tracks/1fOvzFCRA3Ko0ihc2QTE29,https://api.spotify.com/v1/audio-analysis/1fOvzFCRA3Ko0ihc2QTE29,184107,4,2023
Abbey Cone,If You Were A Song,0.684,0.686,4,-4.833,1,0.0287,0.171,0.0,0.173,0.501,110.476,audio_features,3vKAQFXRh0lkJdPuS5pclq,spotify:track:3vKAQFXRh0lkJdPuS5pclq,https://api.spotify.com/v1/tracks/3vKAQFXRh0lkJdPuS5pclq,https://api.spotify.com/v1/audio-analysis/3vKAQFXRh0lkJdPuS5pclq,259876,4,2023
Lil Baby,Go Hard,0.849,0.581,6,-5.464,0,0.261,0.0178,0.0,0.092,0.274,142.015,audio_features,1IzJxbARcQrOWMZgPw1PNj,spotify:track:1IzJxbARcQrOWMZgPw1PNj,https://api.spotify.com/v1/tracks/1IzJxbARcQrOWMZgPw1PNj,https://api.spotify.com/v1/audio-analysis/1IzJxbARcQrOWMZgPw1PNj,217610,4,2023
Maddie & Tae,Heart They Didn't Break,0.567,0.524,0,-5.537,1,0.0296,0.428,0.0,0.0963,0.129,77.076,audio_features,4QzoBae05AxedOwsC8cqlh,spotify:track:4QzoBae05AxedOwsC8cqlh,https://api.spotify.com/v1/tracks/4QzoBae05AxedOwsC8cqlh,https://api.spotify.com/v1/audio-analysis/4QzoBae05AxedOwsC8cqlh,190540,4,2023
Jessie Murph,Wild Ones (feat. Jelly Roll),0.65,0.689,0,-3.543,1,0.0449,0.0878,0.0,0.172,0.294,136.03,audio_features,2kE2HFBFkJ0VMw3igxYohz,spotify:track:2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/tracks/2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/audio-analysis/2kE2HFBFkJ0VMw3igxYohz,142520,4,2023
Key Glock,Presidential Rolex,0.859,0.351,9,-17.29,1,0.371,0.29,0.0,0.109,0.759,140.058,audio_features,5t0MkcpR3E24eNQcJN48WP,spotify:track:5t0MkcpR3E24eNQcJN48WP,https://api.spotify.com/v1/tracks/5t0MkcpR3E24eNQcJN48WP,https://api.spotify.com/v1/audio-analysis/5t0MkcpR3E24eNQcJN48WP,165072,4,2023
Young Dolph,Thats How,0.852,0.648,6,-6.062,0,0.0818,0.114,0.0,0.353,0.267,123.996,audio_features,3lOnIYYLPTUGscEdCRK59q,spotify:track:3lOnIYYLPTUGscEdCRK59q,https://api.spotify.com/v1/tracks/3lOnIYYLPTUGscEdCRK59q,https://api.spotify.com/v1/audio-analysis/3lOnIYYLPTUGscEdCRK59q,179107,4,2023
Dylan Gossett,Coal,0.522,0.223,1,-9.561,0,0.0345,0.753,0.0,0.165,0.439,97.045,audio_features,4dtIxANFBU6CfhI9c2hf2g,spotify:track:4dtIxANFBU6CfhI9c2hf2g,https://api.spotify.com/v1/tracks/4dtIxANFBU6CfhI9c2hf2g,https://api.spotify.com/v1/audio-analysis/4dtIxANFBU6CfhI9c2hf2g,194440,4,2023
Young Thug,Oh U Went (feat. Drake),0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,audio_features,7qLr3HMApUbyDkUvgIvHnB,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333,4,2023
LECADE,Sober Me Up,0.463,0.332,9,-10.1,0,0.048,0.854,0.0,0.109,0.537,197.707,audio_features,6W2k8I5gQGFZNQ1n97sCFV,spotify:track:6W2k8I5gQGFZNQ1n97sCFV,https://api.spotify.com/v1/tracks/6W2k8I5gQGFZNQ1n97sCFV,https://api.spotify.com/v1/audio-analysis/6W2k8I5gQGFZNQ1n97sCFV,147383,4,2023
Victoria Monét,On My Mama,0.675,0.546,4,-7.716,0,0.0511,0.556,0.00441,0.167,0.607,77.415,audio_features,7DswEZZthZ6piQpL25qGAM,spotify:track:7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/tracks/7DswEZZthZ6piQpL25qGAM,https://api.spotify.com/v1/audio-analysis/7DswEZZthZ6piQpL25qGAM,184258,4,2023
41,"Bent (with Kyle Richh, Jenn Carter & TaTa)",0.86,0.626,2,-7.405,1,0.266,0.383,0.0,0.287,0.248,124.07,audio_features,1haa8GXT0cl9wzRnpZG0YH,spotify:track:1haa8GXT0cl9wzRnpZG0YH,https://api.spotify.com/v1/tracks/1haa8GXT0cl9wzRnpZG0YH,https://api.spotify.com/v1/audio-analysis/1haa8GXT0cl9wzRnpZG0YH,171198,4,2023
ERNEST,Songs We Used To Sing,0.359,0.579,4,-5.752,1,0.0282,0.434,0.0,0.104,0.274,89.721,audio_features,5wWO8npGJdsAAYJ5lfZlRF,spotify:track:5wWO8npGJdsAAYJ5lfZlRF,https://api.spotify.com/v1/tracks/5wWO8npGJdsAAYJ5lfZlRF,https://api.spotify.com/v1/audio-analysis/5wWO8npGJdsAAYJ5lfZlRF,185731,4,2023
Evan Honer,Jersey Giant,0.576,0.331,8,-11.021,1,0.031,0.435,0.0,0.144,0.772,88.237,audio_features,3hEkAosl2ZuO9FltxY5L1R,spotify:track:3hEkAosl2ZuO9FltxY5L1R,https://api.spotify.com/v1/tracks/3hEkAosl2ZuO9FltxY5L1R,https://api.spotify.com/v1/audio-analysis/3hEkAosl2ZuO9FltxY5L1R,256022,4,2023
Ella Langley,That's Why We Fight (feat. Koe Wetzel),0.362,0.841,5,-3.269,0,0.121,0.0324,0.0,0.212,0.362,205.95,audio_features,5yIOCX7Mnu8WFvil2NGLRg,spotify:track:5yIOCX7Mnu8WFvil2NGLRg,https://api.spotify.com/v1/tracks/5yIOCX7Mnu8WFvil2NGLRg,https://api.spotify.com/v1/audio-analysis/5yIOCX7Mnu8WFvil2NGLRg,163973,4,2023
GloRilla,Lick Or Sum,0.904,0.611,1,-7.001,0,0.314,0.00179,1.78e-06,0.0815,0.64,85.015,audio_features,132Yd321hAG0oOz3lbiqig,spotify:track:132Yd321hAG0oOz3lbiqig,https://api.spotify.com/v1/tracks/132Yd321hAG0oOz3lbiqig,https://api.spotify.com/v1/audio-analysis/132Yd321hAG0oOz3lbiqig,141604,4,2023
LUCKI,Leave Her,0.838,0.369,1,-10.473,0,0.213,0.128,1.84e-06,0.101,0.258,141.965,audio_features,0MZGwYb5mTATbmoi671wEg,spotify:track:0MZGwYb5mTATbmoi671wEg,https://api.spotify.com/v1/tracks/0MZGwYb5mTATbmoi671wEg,https://api.spotify.com/v1/audio-analysis/0MZGwYb5mTATbmoi671wEg,136903,4,2023
Drake,Search & Rescue,0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,audio_features,7aRCf5cLOFN1U7kvtChY1G,spotify:track:7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113,4,2023
"Tyler, The Creator",DOGTOOTH,0.706,0.648,8,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,audio_features,6OfOzTitafSnsaunQLuNFw,spotify:track:6OfOzTitafSnsaunQLuNFw,https://api.spotify.com/v1/tracks/6OfOzTitafSnsaunQLuNFw,https://api.spotify.com/v1/audio-analysis/6OfOzTitafSnsaunQLuNFw,161041,4,2023
Turnpike Troubadours,Mean Old Sun,0.485,0.589,0,-7.045,1,0.0274,0.243,3.23e-05,0.0614,0.367,78.983,audio_features,1DFAVRFF65zqaOUQtLoEtx,spotify:track:1DFAVRFF65zqaOUQtLoEtx,https://api.spotify.com/v1/tracks/1DFAVRFF65zqaOUQtLoEtx,https://api.spotify.com/v1/audio-analysis/1DFAVRFF65zqaOUQtLoEtx,248707,4,2023
FendiDa Rappa,Point Me 2 (with Cardi B),0.773,0.607,10,-6.768,0,0.382,0.0354,0.0,0.111,0.279,155.026,audio_features,7ttrlfQIDc8JlxtH7fVDWp,spotify:track:7ttrlfQIDc8JlxtH7fVDWp,https://api.spotify.com/v1/tracks/7ttrlfQIDc8JlxtH7fVDWp,https://api.spotify.com/v1/audio-analysis/7ttrlfQIDc8JlxtH7fVDWp,225492,4,2023
Austin Snell,Pray All The Way Home,0.426,0.811,6,-4.622,1,0.0397,0.00324,2.15e-06,0.122,0.312,179.943,audio_features,7mhe8marcC1uyu17L5oxyF,spotify:track:7mhe8marcC1uyu17L5oxyF,https://api.spotify.com/v1/tracks/7mhe8marcC1uyu17L5oxyF,https://api.spotify.com/v1/audio-analysis/7mhe8marcC1uyu17L5oxyF,144173,3,2023
Restless Road,Last Rodeo,0.481,0.913,11,-3.952,0,0.0511,0.0399,0.0,0.209,0.501,160.044,audio_features,3k4rcUZEQWlxKAlTBCFOSx,spotify:track:3k4rcUZEQWlxKAlTBCFOSx,https://api.spotify.com/v1/tracks/3k4rcUZEQWlxKAlTBCFOSx,https://api.spotify.com/v1/audio-analysis/3k4rcUZEQWlxKAlTBCFOSx,195480,4,2023
Finesse2tymes,Overdose,0.875,0.59,2,-8.106,1,0.271,0.0332,0.0,0.109,0.485,137.013,audio_features,5QvkGahYRAKcITiiW6zEkJ,spotify:track:5QvkGahYRAKcITiiW6zEkJ,https://api.spotify.com/v1/tracks/5QvkGahYRAKcITiiW6zEkJ,https://api.spotify.com/v1/audio-analysis/5QvkGahYRAKcITiiW6zEkJ,128194,4,2023
Lil Yachty,Strike (Holster),0.851,0.642,1,-5.281,1,0.216,0.0658,0.0,0.0713,0.701,143.091,audio_features,7iTTWHbr4tAlsRJN4m4bay,spotify:track:7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/tracks/7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/audio-analysis/7iTTWHbr4tAlsRJN4m4bay,148115,4,2023
$uicideboy$,"Six Lines, Two Dragons, and a Messiah",0.763,0.814,9,-4.161,0,0.0684,0.0914,0.000103,0.0956,0.524,110.008,audio_features,4Xid2bPvFoMcwp6NeUT2Ap,spotify:track:4Xid2bPvFoMcwp6NeUT2Ap,https://api.spotify.com/v1/tracks/4Xid2bPvFoMcwp6NeUT2Ap,https://api.spotify.com/v1/audio-analysis/4Xid2bPvFoMcwp6NeUT2Ap,166420,4,2023
Quavo,Turn Yo Clic Up (feat. Future),0.866,0.64,11,-5.32,0,0.326,0.555,0.0,0.138,0.565,124.925,audio_features,2IHdMccpnU0PGHGltqM2Sq,spotify:track:2IHdMccpnU0PGHGltqM2Sq,https://api.spotify.com/v1/tracks/2IHdMccpnU0PGHGltqM2Sq,https://api.spotify.com/v1/audio-analysis/2IHdMccpnU0PGHGltqM2Sq,230836,4,2023
ERNEST,Flower Shops (feat. Morgan Wallen),0.527,0.461,7,-5.908,1,0.0269,0.118,0.0,0.0831,0.227,128.153,audio_features,0De9jFjJ4eRLl7Yww2eBw1,spotify:track:0De9jFjJ4eRLl7Yww2eBw1,https://api.spotify.com/v1/tracks/0De9jFjJ4eRLl7Yww2eBw1,https://api.spotify.com/v1/audio-analysis/0De9jFjJ4eRLl7Yww2eBw1,214405,3,2022
Morgan Wallen,You Proof,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,audio_features,5uU1uuyaUIBOiiUSQG7Wl3,spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/tracks/5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/audio-analysis/5uU1uuyaUIBOiiUSQG7Wl3,157478,4,2022
Lil Durk,Broadway Girls (feat. Morgan Wallen),0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,audio_features,7qTaDOcld0VmBWXnkbUj45,spotify:track:7qTaDOcld0VmBWXnkbUj45,https://api.spotify.com/v1/tracks/7qTaDOcld0VmBWXnkbUj45,https://api.spotify.com/v1/audio-analysis/7qTaDOcld0VmBWXnkbUj45,185600,4,2022
Tyler Hubbard,5 Foot 9,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,6AqwH2Y9FJwhUE2dCSkw1u,spotify:track:6AqwH2Y9FJwhUE2dCSkw1u,https://api.spotify.com/v1/tracks/6AqwH2Y9FJwhUE2dCSkw1u,https://api.spotify.com/v1/audio-analysis/6AqwH2Y9FJwhUE2dCSkw1u,189780,4,2022
Cole Swindell,She Had Me At Heads Carolina,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,audio_features,200x8ONbPfFzByUr3fVz46,spotify:track:200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/tracks/200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/audio-analysis/200x8ONbPfFzByUr3fVz46,206107,4,2022
Corey Kent,Wild as Her,0.504,0.736,0,-6.079,1,0.0352,0.00216,0.0,0.129,0.46,148.014,audio_features,4RG7P0CXQ4pe0OeCAHjX5L,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/tracks/4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/audio-analysis/4RG7P0CXQ4pe0OeCAHjX5L,199733,4,2022
Bailey Zimmerman,Fall In Love,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,audio_features,5gVCfYmQRPy1QJifP8f5gg,spotify:track:5gVCfYmQRPy1QJifP8f5gg,https://api.spotify.com/v1/tracks/5gVCfYmQRPy1QJifP8f5gg,https://api.spotify.com/v1/audio-analysis/5gVCfYmQRPy1QJifP8f5gg,232059,4,2022
Jon Pardi,Last Night Lonely,0.652,0.813,6,-2.842,1,0.0268,0.00544,0.0,0.101,0.851,102.987,audio_features,0k11c8vwyeNSGQex6UMa1v,spotify:track:0k11c8vwyeNSGQex6UMa1v,https://api.spotify.com/v1/tracks/0k11c8vwyeNSGQex6UMa1v,https://api.spotify.com/v1/audio-analysis/0k11c8vwyeNSGQex6UMa1v,182161,4,2022
Jordan Davis,What My World Spins Around,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,audio_features,6HBRLaSQ7NB8MNlaqzYen1,spotify:track:6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/tracks/6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/audio-analysis/6HBRLaSQ7NB8MNlaqzYen1,186791,4,2022
Hailey Whitters,Everything She Ain’t,0.796,0.621,2,-6.129,1,0.0346,0.175,0.0,0.274,0.808,121.904,audio_features,0ENB9P6WtUEKYjQ3dKnK23,spotify:track:0ENB9P6WtUEKYjQ3dKnK23,https://api.spotify.com/v1/tracks/0ENB9P6WtUEKYjQ3dKnK23,https://api.spotify.com/v1/audio-analysis/0ENB9P6WtUEKYjQ3dKnK23,151973,4,2022
Nate Smith,Whiskey On You,0.479,0.768,8,-5.204,1,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,audio_features,6Tm4Io4ct4w14nB1EUzsY3,spotify:track:6Tm4Io4ct4w14nB1EUzsY3,https://api.spotify.com/v1/tracks/6Tm4Io4ct4w14nB1EUzsY3,https://api.spotify.com/v1/audio-analysis/6Tm4Io4ct4w14nB1EUzsY3,183790,4,2022
Lainey Wilson,Heart Like A Truck,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01e-05,0.158,0.392,139.974,audio_features,5UNMyX2AzF8X90wAYAxG6Q,spotify:track:5UNMyX2AzF8X90wAYAxG6Q,https://api.spotify.com/v1/tracks/5UNMyX2AzF8X90wAYAxG6Q,https://api.spotify.com/v1/audio-analysis/5UNMyX2AzF8X90wAYAxG6Q,199040,4,2022
Zach Bryan,From Austin,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,audio_features,6k07Z7rd9og1FvRJD2n9E8,spotify:track:6k07Z7rd9og1FvRJD2n9E8,https://api.spotify.com/v1/tracks/6k07Z7rd9og1FvRJD2n9E8,https://api.spotify.com/v1/audio-analysis/6k07Z7rd9og1FvRJD2n9E8,207453,4,2022
HARDY,wait in the truck (feat. Lainey Wilson),0.534,0.466,6,-6.98,1,0.0272,0.277,0.0,0.0979,0.23,140.0,audio_features,7trjNYF5ek7zX4GKSHQZbP,spotify:track:7trjNYF5ek7zX4GKSHQZbP,https://api.spotify.com/v1/tracks/7trjNYF5ek7zX4GKSHQZbP,https://api.spotify.com/v1/audio-analysis/7trjNYF5ek7zX4GKSHQZbP,277660,4,2022
Dylan Scott,Can't Have Mine (Find You A Girl),0.663,0.502,5,-7.07,1,0.0285,0.791,0.0,0.105,0.371,143.969,audio_features,3jfywRZH6cB2iLyKqo4EZd,spotify:track:3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/tracks/3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/audio-analysis/3jfywRZH6cB2iLyKqo4EZd,183087,4,2022
Jason Aldean,Trouble With A Heartbreak,0.582,0.797,5,-4.926,1,0.0334,0.23,0.0,0.132,0.595,135.973,audio_features,3HO30hRbkOLU6ZWERayfQO,spotify:track:3HO30hRbkOLU6ZWERayfQO,https://api.spotify.com/v1/tracks/3HO30hRbkOLU6ZWERayfQO,https://api.spotify.com/v1/audio-analysis/3HO30hRbkOLU6ZWERayfQO,196027,4,2022
Jimmie Allen,down home,0.584,0.821,9,-3.628,1,0.0305,0.01,0.0,0.196,0.571,146.0,audio_features,1EfTaVUbZmrtqniZTj6LYF,spotify:track:1EfTaVUbZmrtqniZTj6LYF,https://api.spotify.com/v1/tracks/1EfTaVUbZmrtqniZTj6LYF,https://api.spotify.com/v1/audio-analysis/1EfTaVUbZmrtqniZTj6LYF,201733,4,2022
Kelsea Ballerini,HEARTFIRST,0.661,0.822,0,-4.93,1,0.0394,0.0254,0.0,0.257,0.833,119.97,audio_features,5uflYpTmuK0np3jxcQC85M,spotify:track:5uflYpTmuK0np3jxcQC85M,https://api.spotify.com/v1/tracks/5uflYpTmuK0np3jxcQC85M,https://api.spotify.com/v1/audio-analysis/5uflYpTmuK0np3jxcQC85M,187017,4,2022
Megan Moroney,Tennessee Orange,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,audio_features,3fl4zil6HJ0N1FL3YIRwdC,spotify:track:3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/tracks/3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/audio-analysis/3fl4zil6HJ0N1FL3YIRwdC,223120,3,2022
Luke Combs,The Kind of Love We Make,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,48UKTR66uUOT9LaUvooTNx,spotify:track:48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/tracks/48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/audio-analysis/48UKTR66uUOT9LaUvooTNx,224427,4,2022
Parker McCollum,Handle On You,0.588,0.931,6,-3.925,1,0.0318,0.00411,0.0,0.345,0.625,105.027,audio_features,6Qpfsw8OS5HW5XxgmXYLWS,spotify:track:6Qpfsw8OS5HW5XxgmXYLWS,https://api.spotify.com/v1/tracks/6Qpfsw8OS5HW5XxgmXYLWS,https://api.spotify.com/v1/audio-analysis/6Qpfsw8OS5HW5XxgmXYLWS,219333,4,2022
Hitkidd,F.N.F. (Let's Go),0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,audio_features,1vrFJDrysqmsNAgyjBzx4f,spotify:track:1vrFJDrysqmsNAgyjBzx4f,https://api.spotify.com/v1/tracks/1vrFJDrysqmsNAgyjBzx4f,https://api.spotify.com/v1/audio-analysis/1vrFJDrysqmsNAgyjBzx4f,137580,4,2022
Nardo Wick,Dah Dah DahDah,0.66,0.373,11,-10.234,1,0.595,0.149,0.0,0.106,0.35,167.912,audio_features,2TSfStvlAMLw89u3tali79,spotify:track:2TSfStvlAMLw89u3tali79,https://api.spotify.com/v1/tracks/2TSfStvlAMLw89u3tali79,https://api.spotify.com/v1/audio-analysis/2TSfStvlAMLw89u3tali79,151776,4,2022
Kane Brown,Like I Love Country Music,0.533,0.802,8,-6.73,1,0.0447,0.00075,0.000225,0.315,0.69,124.986,audio_features,5C9jQ8ikTOieveuORd8wlf,spotify:track:5C9jQ8ikTOieveuORd8wlf,https://api.spotify.com/v1/tracks/5C9jQ8ikTOieveuORd8wlf,https://api.spotify.com/v1/audio-analysis/5C9jQ8ikTOieveuORd8wlf,234800,4,2022
Priscilla Block,My Bar,0.615,0.782,11,-3.386,1,0.0331,0.0173,0.0,0.189,0.562,96.97,audio_features,4puniyhnAcQbyTcIOQVJhE,spotify:track:4puniyhnAcQbyTcIOQVJhE,https://api.spotify.com/v1/tracks/4puniyhnAcQbyTcIOQVJhE,https://api.spotify.com/v1/audio-analysis/4puniyhnAcQbyTcIOQVJhE,193053,4,2022
Brett Eldredge,Songs About You,0.649,0.558,8,-4.863,1,0.0253,0.147,0.0,0.172,0.635,89.988,audio_features,2uZzPb5Y4ZUancg3dSMauB,spotify:track:2uZzPb5Y4ZUancg3dSMauB,https://api.spotify.com/v1/tracks/2uZzPb5Y4ZUancg3dSMauB,https://api.spotify.com/v1/audio-analysis/2uZzPb5Y4ZUancg3dSMauB,202387,4,2022
Dustin Lynch,Party Mode,0.619,0.916,10,-2.752,0,0.0468,0.0483,4.88e-06,0.246,0.785,114.019,audio_features,31o5omf8dh0tNaSCdM6cu3,spotify:track:31o5omf8dh0tNaSCdM6cu3,https://api.spotify.com/v1/tracks/31o5omf8dh0tNaSCdM6cu3,https://api.spotify.com/v1/audio-analysis/31o5omf8dh0tNaSCdM6cu3,211987,4,2022
Rod Wave,Cold December,0.646,0.533,11,-10.461,1,0.118,0.0589,1.75e-06,0.269,0.249,169.913,audio_features,4iHSG1bLNheYXW3kXHtPvy,spotify:track:4iHSG1bLNheYXW3kXHtPvy,https://api.spotify.com/v1/tracks/4iHSG1bLNheYXW3kXHtPvy,https://api.spotify.com/v1/audio-analysis/4iHSG1bLNheYXW3kXHtPvy,192022,4,2022
Thomas Rhett,Half Of Me,0.575,0.842,7,-5.058,1,0.0348,0.00683,0.0,0.279,0.665,111.995,audio_features,11kskoMyNDumaR30CI6rRv,spotify:track:11kskoMyNDumaR30CI6rRv,https://api.spotify.com/v1/tracks/11kskoMyNDumaR30CI6rRv,https://api.spotify.com/v1/audio-analysis/11kskoMyNDumaR30CI6rRv,183027,4,2022
Ian Munsick,Long Live Cowgirls (with Cody Johnson),0.233,0.432,10,-5.957,1,0.0321,0.291,0.0,0.279,0.286,195.663,audio_features,16LGRLfaVIC5rT2ZvLk0gd,spotify:track:16LGRLfaVIC5rT2ZvLk0gd,https://api.spotify.com/v1/tracks/16LGRLfaVIC5rT2ZvLk0gd,https://api.spotify.com/v1/audio-analysis/16LGRLfaVIC5rT2ZvLk0gd,184747,3,2022
King Von,Don't Play That,0.947,0.605,10,-8.621,0,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,audio_features,3IPGG5Niex4hGlXFOYWzp9,spotify:track:3IPGG5Niex4hGlXFOYWzp9,https://api.spotify.com/v1/tracks/3IPGG5Niex4hGlXFOYWzp9,https://api.spotify.com/v1/audio-analysis/3IPGG5Niex4hGlXFOYWzp9,133613,4,2022
Maddie & Tae,Every Night Every Morning,0.614,0.778,7,-4.58,1,0.0296,0.0103,0.0,0.169,0.62,123.914,audio_features,3dKFOqjSQ2nMaz0q08APjS,spotify:track:3dKFOqjSQ2nMaz0q08APjS,https://api.spotify.com/v1/tracks/3dKFOqjSQ2nMaz0q08APjS,https://api.spotify.com/v1/audio-analysis/3dKFOqjSQ2nMaz0q08APjS,198000,4,2022
Zac Brown Band,Out In The Middle,0.516,0.867,1,-3.139,1,0.0328,0.0237,0.0,0.106,0.615,166.031,audio_features,3lfD1JorNGR1gIkDgFc9Dc,spotify:track:3lfD1JorNGR1gIkDgFc9Dc,https://api.spotify.com/v1/tracks/3lfD1JorNGR1gIkDgFc9Dc,https://api.spotify.com/v1/audio-analysis/3lfD1JorNGR1gIkDgFc9Dc,166301,4,2022
YoungBoy Never Broke Again,Black Ball,0.773,0.608,1,-6.117,0,0.223,0.616,0.0,0.0966,0.475,79.002,audio_features,1tmsPlyvzDETLv08Wp5cuY,spotify:track:1tmsPlyvzDETLv08Wp5cuY,https://api.spotify.com/v1/tracks/1tmsPlyvzDETLv08Wp5cuY,https://api.spotify.com/v1/audio-analysis/1tmsPlyvzDETLv08Wp5cuY,189852,4,2022
